marital_status,application_mode,application_order,course_department,daytime_evening_attendance,previous_qualification,previous_qualification_grade,mother_qualification,father_qualification,mother_occupation,father_occupation,admission_grade,displaced,educational_special_needs,debtor,tuition_fees_up_to_date,gender,scholarship_holder,age_at_enrollment,international,unemployment_rate,inflation_rate,gdp,target
single,General application,>3,Social sciences and education,daytime,Upper secondary education,113.0,Upper secondary/Post secondary,Lower secondary education,Service and Sales Workers,"Skilled Agricultural, Forestry and Fishery Workers",112.3,yes,no,yes,yes,female,yes,20,no,8.9,1.4,3.51,Graduate
single,Over 23,1,Social sciences and education,daytime,Upper secondary education,140.0,Unknown,Unknown,Student,Student,114.0,yes,no,no,no,female,no,28,no,9.4,-0.8,-3.12,Dropout
single,Other,1,Business and management,daytime,Tertiary education experience,130.0,Lower secondary education,Lower secondary education,Managers,Elementary Occupations,130.0,no,no,no,yes,female,no,27,no,10.8,1.4,1.74,Graduate
single,Other,2,Health sciences,daytime,Upper secondary education,120.0,Primary/Early education,Unknown,Other,Student,121.5,no,no,yes,yes,female,no,22,no,7.6,2.6,0.32,Graduate
in union,Over 23,1,Engineering and applied sciences,daytime,Upper secondary education,133.1,Upper secondary/Post secondary,Primary/Early education,Elementary Occupations,Other,120.0,no,no,yes,yes,female,no,37,no,16.2,0.3,-0.92,Enrolled
single,Other,1,Social sciences and education,evening,Tertiary education experience,130.0,Primary/Early education,Lower secondary education,Student,Service and Sales Workers,130.0,no,no,no,no,female,no,28,no,12.7,3.7,-1.7,Dropout
in union,Over 23,1,Engineering and applied sciences,daytime,Upper secondary education,120.0,Primary/Early education,Primary/Early education,Elementary Occupations,Elementary Occupations,125.7,no,no,yes,no,female,no,43,no,8.9,1.4,3.51,Dropout
single,Other,1,Health sciences,daytime,Upper secondary education,140.0,Primary/Early education,Primary/Early education,Elementary Occupations,Elementary Occupations,128.0,yes,no,no,no,female,no,32,no,10.8,1.4,1.74,Dropout
single,General application,1,Social sciences and education,daytime,Upper secondary education,123.0,Upper secondary/Post secondary,Upper secondary/Post secondary,Elementary Occupations,Elementary Occupations,113.2,no,no,no,yes,female,yes,20,no,15.5,2.8,-4.06,Enrolled
previously in union,Over 23,1,Health sciences,daytime,Upper secondary education,133.1,Lower secondary education,Upper secondary/Post secondary,Elementary Occupations,Clerical Support Workers,120.0,no,no,no,yes,female,yes,35,no,9.4,-0.8,-3.12,Graduate
single,General application,1,Business and management,daytime,Upper secondary education,130.0,Primary/Early education,Primary/Early education,Student,Student,117.8,yes,no,no,yes,female,no,21,no,7.6,2.6,0.32,Graduate
single,General application,>3,Health sciences,daytime,Upper secondary education,126.0,Upper secondary/Post secondary,Upper secondary/Post secondary,Craft and Related Trades Workers,Elementary Occupations,121.3,yes,no,no,yes,female,yes,18,no,12.4,0.5,1.79,Enrolled
single,General application,1,Health sciences,daytime,Upper secondary education,176.0,Bachelor or equivalent,Lower secondary education,Technicians and Associate Professionals,Craft and Related Trades Workers,169.7,no,no,no,yes,female,yes,18,no,16.2,0.3,-0.92,Graduate
single,General application,>3,Social sciences and education,daytime,Upper secondary education,124.0,Upper secondary/Post secondary,Upper secondary/Post secondary,Service and Sales Workers,Plant and Machine Operators and Assemblers,117.7,yes,no,no,yes,female,no,18,no,16.2,0.3,-0.92,Graduate
single,Other,1,Social sciences and education,evening,Post-secondary non-tertiary education,120.0,Upper secondary/Post secondary,Primary/Early education,Craft and Related Trades Workers,"Skilled Agricultural, Forestry and Fishery Workers",121.8,yes,no,no,yes,female,no,22,no,12.4,0.5,1.79,Graduate
single,General application,2,Health sciences,daytime,Upper secondary education,140.0,Upper secondary/Post secondary,Upper secondary/Post secondary,Clerical Support Workers,Other,128.3,yes,no,no,yes,female,no,19,no,10.8,1.4,1.74,Graduate
single,General application,2,Business and management,daytime,Upper secondary education,143.0,Upper secondary/Post secondary,Lower secondary education,Elementary Occupations,Craft and Related Trades Workers,132.2,yes,no,no,yes,female,yes,18,no,13.9,-0.3,0.79,Graduate
single,General application,2,Communication and design,daytime,Upper secondary education,136.0,Upper secondary/Post secondary,Upper secondary/Post secondary,Technicians and Associate Professionals,Clerical Support Workers,134.3,yes,no,yes,yes,female,no,19,no,12.4,0.5,1.79,Dropout
single,General application,1,Health sciences,daytime,Upper secondary education,132.0,Upper secondary/Post secondary,Upper secondary/Post secondary,Elementary Occupations,Service and Sales Workers,123.4,no,no,no,yes,female,yes,18,no,11.1,0.6,2.02,Graduate
in union,Over 23,1,Business and management,evening,Upper secondary education,133.1,Upper secondary/Post secondary,Upper secondary/Post secondary,Service and Sales Workers,Technicians and Associate Professionals,121.7,no,no,yes,no,female,no,31,no,16.2,0.3,-0.92,Dropout
in union,Over 23,1,Social sciences and education,evening,Upper secondary education,100.0,Upper secondary/Post secondary,Upper secondary/Post secondary,Managers,Service and Sales Workers,130.0,no,no,yes,yes,female,yes,33,no,9.4,-0.8,-3.12,Graduate
single,General application,3,Health sciences,daytime,Upper secondary education,137.0,Upper secondary/Post secondary,Lower secondary education,Craft and Related Trades Workers,Craft and Related Trades Workers,126.5,yes,no,no,yes,female,yes,19,no,9.4,-0.8,-3.12,Graduate
single,General application,1,Social sciences and education,daytime,Upper secondary education,153.0,Lower secondary education,Lower secondary education,Craft and Related Trades Workers,Craft and Related Trades Workers,159.7,yes,no,no,yes,female,yes,18,no,12.7,3.7,-1.7,Graduate
single,General application,1,Business and management,daytime,Upper secondary education,160.0,Upper secondary/Post secondary,Upper secondary/Post secondary,Clerical Support Workers,Technicians and Associate Professionals,151.3,no,no,no,yes,female,no,23,no,7.6,2.6,0.32,Graduate
single,General application,1,Social sciences and education,daytime,Upper secondary education,145.0,Lower secondary education,Lower secondary education,Service and Sales Workers,Craft and Related Trades Workers,138.0,yes,no,no,yes,female,no,20,no,9.4,-0.8,-3.12,Graduate
single,General application,>3,Health sciences,daytime,Upper secondary education,137.0,Lower secondary education,Lower secondary education,Clerical Support Workers,Plant and Machine Operators and Assemblers,126.5,yes,no,no,yes,female,no,18,no,9.4,-0.8,-3.12,Graduate
single,Other,1,Health sciences,daytime,Post-secondary non-tertiary education,140.0,Upper secondary/Post secondary,Upper secondary/Post secondary,Clerical Support Workers,Technicians and Associate Professionals,140.0,yes,no,yes,yes,female,no,21,no,8.9,1.4,3.51,Enrolled
single,General application,1,Social sciences and education,daytime,Upper secondary education,120.0,Upper secondary/Post secondary,Lower secondary education,Service and Sales Workers,"Skilled Agricultural, Forestry and Fishery Workers",112.3,no,no,no,yes,female,yes,22,no,12.7,3.7,-1.7,Graduate
single,General application,1,Social sciences and education,daytime,Upper secondary education,122.0,Upper secondary/Post secondary,Upper secondary/Post secondary,Clerical Support Workers,Clerical Support Workers,127.3,yes,no,yes,yes,female,no,20,no,9.4,-0.8,-3.12,Graduate
single,Other,1,Health sciences,daytime,Tertiary education experience,130.0,Upper secondary/Post secondary,Lower secondary education,Clerical Support Workers,Other,130.0,yes,no,no,yes,female,no,23,no,7.6,2.6,0.32,Graduate
single,General application,2,Communication and design,daytime,Upper secondary education,133.1,Bachelor or equivalent,Upper secondary/Post secondary,Clerical Support Workers,Service and Sales Workers,115.0,yes,no,no,yes,female,no,19,no,16.2,0.3,-0.92,Graduate
single,General application,>3,Health sciences,daytime,Upper secondary education,150.0,Upper secondary/Post secondary,Primary/Early education,Managers,Managers,131.5,yes,no,no,yes,female,no,19,no,10.8,1.4,1.74,Graduate
single,Over 23,1,Business and management,evening,Upper secondary education,133.1,Upper secondary/Post secondary,Lower secondary education,Craft and Related Trades Workers,Clerical Support Workers,125.7,no,no,no,yes,female,no,26,no,10.8,1.4,1.74,Dropout
single,General application,>3,Health sciences,daytime,Upper secondary education,141.0,Upper secondary/Post secondary,Primary/Early education,Clerical Support Workers,Technicians and Associate Professionals,126.8,yes,no,no,yes,female,no,18,no,16.2,0.3,-0.92,Graduate
single,General application,1,Engineering and applied sciences,daytime,Upper secondary education,146.0,Upper secondary/Post secondary,Primary/Early education,Craft and Related Trades Workers,Craft and Related Trades Workers,132.4,yes,no,no,yes,male,no,18,no,9.4,-0.8,-3.12,Dropout
single,Other,1,Engineering and applied sciences,daytime,Post-secondary non-tertiary education,150.0,Lower secondary education,Primary/Early education,Elementary Occupations,Elementary Occupations,150.0,yes,no,no,yes,male,no,20,no,16.2,0.3,-0.92,Graduate
single,General application,1,Business and management,daytime,Upper secondary education,133.1,Bachelor or equivalent,Upper secondary/Post secondary,Clerical Support Workers,Clerical Support Workers,95.0,no,no,no,yes,male,no,19,no,15.5,2.8,-4.06,Dropout
single,Other,1,Business and management,evening,Upper secondary education,120.0,Primary/Early education,Primary/Early education,Elementary Occupations,Elementary Occupations,128.2,no,no,no,no,male,no,32,no,10.8,1.4,1.74,Dropout
in union,Over 23,1,Engineering and applied sciences,daytime,Upper secondary education,150.0,Upper secondary/Post secondary,Upper secondary/Post secondary,Clerical Support Workers,Clerical Support Workers,130.0,no,no,no,no,male,no,31,no,9.4,-0.8,-3.12,Dropout
single,Over 23,1,Engineering and applied sciences,daytime,Upper secondary education,133.1,Upper secondary/Post secondary,Upper secondary/Post secondary,Clerical Support Workers,Service and Sales Workers,100.0,no,no,no,yes,male,no,25,no,13.9,-0.3,0.79,Enrolled
single,Other,1,Health sciences,daytime,Post-secondary non-tertiary education,140.0,Upper secondary/Post secondary,Bachelor or equivalent,Elementary Occupations,Managers,159.9,yes,no,no,yes,female,no,21,no,16.2,0.3,-0.92,Graduate
in union,Other,1,Business and management,evening,Upper secondary education,140.0,Primary/Early education,Primary/Early education,Clerical Support Workers,Elementary Occupations,100.0,no,no,no,no,female,no,31,no,12.7,3.7,-1.7,Dropout
in union,Over 23,1,Social sciences and education,daytime,Upper secondary education,133.1,Primary/Early education,Primary/Early education,Service and Sales Workers,Service and Sales Workers,116.5,no,no,no,yes,female,no,34,no,16.2,0.3,-0.92,Dropout
single,General application,1,Social sciences and education,daytime,Upper secondary education,128.0,Upper secondary/Post secondary,Upper secondary/Post secondary,Elementary Occupations,Elementary Occupations,120.0,no,no,no,yes,female,yes,18,no,11.1,0.6,2.02,Graduate
single,General application,3,Social sciences and education,daytime,Upper secondary education,117.0,Upper secondary/Post secondary,Upper secondary/Post secondary,Elementary Occupations,Elementary Occupations,117.0,yes,no,yes,yes,female,no,19,no,12.4,0.5,1.79,Dropout
single,Other,1,Business and management,daytime,Post-secondary non-tertiary education,140.0,Upper secondary/Post secondary,Primary/Early education,Technicians and Associate Professionals,"Skilled Agricultural, Forestry and Fishery Workers",140.0,yes,no,yes,yes,female,no,21,no,8.9,1.4,3.51,Enrolled
single,General application,2,Social sciences and education,daytime,Upper secondary education,124.0,Lower secondary education,Primary/Early education,Service and Sales Workers,Technicians and Associate Professionals,118.1,yes,no,no,no,female,no,18,no,9.4,-0.8,-3.12,Dropout
single,General application,1,Business and management,daytime,Upper secondary education,158.0,Upper secondary/Post secondary,Upper secondary/Post secondary,Clerical Support Workers,Plant and Machine Operators and Assemblers,153.5,yes,no,no,yes,female,no,20,no,11.1,0.6,2.02,Graduate
single,Other,1,Communication and design,daytime,Upper secondary education,137.0,Lower secondary education,Primary/Early education,Elementary Occupations,Service and Sales Workers,127.9,yes,no,no,yes,female,no,20,no,15.5,2.8,-4.06,Graduate
single,General application,3,Business and management,daytime,Upper secondary education,123.0,Lower secondary education,Lower secondary education,Craft and Related Trades Workers,Plant and Machine Operators and Assemblers,118.8,yes,yes,no,yes,female,yes,18,no,11.1,0.6,2.02,Graduate
single,General application,1,Social sciences and education,daytime,Upper secondary education,126.0,Lower secondary education,Lower secondary education,Craft and Related Trades Workers,Plant and Machine Operators and Assemblers,126.7,yes,no,no,yes,female,no,19,no,7.6,2.6,0.32,Graduate
single,Other,1,Health sciences,daytime,Upper secondary education,170.0,Upper secondary/Post secondary,Upper secondary/Post secondary,Service and Sales Workers,Managers,170.0,yes,no,no,yes,female,no,19,no,12.7,3.7,-1.7,Enrolled
previously in union,Over 23,1,Engineering and applied sciences,daytime,Upper secondary education,133.1,Bachelor or equivalent,Upper secondary/Post secondary,Service and Sales Workers,Service and Sales Workers,110.0,yes,no,no,yes,female,yes,30,no,11.1,0.6,2.02,Dropout
