marital_status,application_mode,application_order,course_department,daytime_evening_attendance,previous_qualification,previous_qualification_grade,nacionality,mother_qualification,father_qualification,mother_occupation,father_occupation,admission_grade,displaced,educational_special_needs,debtor,tuition_fees_up_to_date,gender,scholarship_holder,age_at_enrollment,curricular_units_1st_sem_credited,curricular_units_1st_sem_enrolled,curricular_units_1st_sem_evaluations,curricular_units_1st_sem_approved,curricular_units_1st_sem_grade,curricular_units_1st_sem_without_evaluations,curricular_units_2nd_sem_credited,curricular_units_2nd_sem_enrolled,curricular_units_2nd_sem_evaluations,curricular_units_2nd_sem_approved,curricular_units_2nd_sem_grade,curricular_units_2nd_sem_without_evaluations,unemployment_rate,inflation_rate,gdp,target
single,General application,1,Business and management,daytime,Upper secondary education,135.0,Portuguese,Upper secondary/Post secondary,Primary/Early education,Service and Sales Workers,Craft and Related Trades Workers,121.4,no,no,no,yes,male,no,21,0,5,7,4,11.5,0,0,5,6,4,11.75,0,9.4,-0.8,-3.12,Graduate
single,General application,1,Business and management,daytime,Upper secondary education,117.0,Portuguese,Lower secondary education,Upper secondary/Post secondary,Service and Sales Workers,Craft and Related Trades Workers,118.1,no,no,no,yes,male,no,19,0,5,6,5,11.2,0,0,5,5,5,13.2,0,12.4,0.5,1.79,Graduate
single,General application,>3,Health sciences,daytime,Upper secondary education,137.0,Portuguese,Upper secondary/Post secondary,Upper secondary/Post secondary,Clerical Support Workers,Technicians and Associate Professionals,121.3,yes,no,no,yes,male,yes,18,0,8,8,7,15.07,0,0,8,8,7,15.07,0,10.8,1.4,1.74,Graduate
single,Transfer and change,1,Engineering and applied sciences,daytime,Upper secondary education,144.0,Portuguese,Unknown,Unknown,Student,Student,119.5,no,no,no,yes,male,no,18,0,5,6,1,10.0,0,0,5,7,1,12.0,0,10.8,1.4,1.74,Dropout
single,Over 23,1,Business and management,evening,Upper secondary education,130.0,Portuguese,Upper secondary/Post secondary,Upper secondary/Post secondary,Clerical Support Workers,Other,115.2,no,no,no,yes,male,no,24,0,5,5,4,12.0,0,0,5,6,5,12.666666666666666,0,12.4,0.5,1.79,Enrolled
single,General application,1,Business and management,daytime,Upper secondary education,140.0,Portuguese,Upper secondary/Post secondary,Primary/Early education,Elementary Occupations,Elementary Occupations,130.2,yes,no,no,yes,male,no,22,0,6,11,4,13.0,0,0,6,11,4,12.6,0,12.7,3.7,-1.7,Graduate
single,General application,>3,Business and management,daytime,Upper secondary education,130.0,Portuguese,Upper secondary/Post secondary,Upper secondary/Post secondary,Service and Sales Workers,Service and Sales Workers,130.0,yes,no,no,yes,male,no,18,0,6,7,4,11.0,0,0,6,7,3,11.25,0,16.2,0.3,-0.92,Dropout
single,General application,2,Social sciences and education,daytime,Upper secondary education,130.0,Portuguese,Primary/Early education,Primary/Early education,Service and Sales Workers,"Skilled Agricultural, Forestry and Fishery Workers",126.9,yes,no,no,yes,female,no,18,0,6,8,6,13.571428571428571,0,0,6,11,5,12.166666666666666,0,9.4,-0.8,-3.12,Graduate
single,General application,2,Communication and design,daytime,Upper secondary education,152.0,Other nationalities,Bachelor or equivalent,Upper secondary/Post secondary,Elementary Occupations,Managers,168.5,yes,no,no,yes,male,no,21,0,6,7,5,14.6,0,0,6,6,5,14.2,0,16.2,0.3,-0.92,Graduate
previously in union,Over 23,1,Health sciences,daytime,Upper secondary education,133.1,Portuguese,Primary/Early education,Primary/Early education,Elementary Occupations,Elementary Occupations,130.0,no,no,yes,yes,female,no,38,0,7,13,3,11.833333333333334,0,0,7,14,2,10.0,0,16.2,0.3,-0.92,Dropout
single,General application,1,Health sciences,daytime,Upper secondary education,140.0,Portuguese,Lower secondary education,Primary/Early education,Elementary Occupations,Elementary Occupations,122.8,no,no,no,yes,female,yes,19,0,7,11,7,12.625,0,0,8,11,8,12.5125,0,12.7,3.7,-1.7,Graduate
previously in union,Over 23,1,Health sciences,daytime,Upper secondary education,133.1,Portuguese,Primary/Early education,Primary/Early education,Elementary Occupations,Elementary Occupations,110.0,no,no,no,yes,female,no,36,0,7,12,4,11.5,0,0,7,14,3,12.333333333333334,0,16.2,0.3,-0.92,Dropout
single,General application,1,Health sciences,daytime,Upper secondary education,140.0,Portuguese,Upper secondary/Post secondary,Upper secondary/Post secondary,Elementary Occupations,Elementary Occupations,127.1,yes,no,no,yes,female,no,18,0,5,8,4,13.25,1,0,5,10,4,10.5,0,12.7,3.7,-1.7,Graduate
single,General application,3,Health sciences,daytime,Upper secondary education,133.1,Portuguese,Upper secondary/Post secondary,Upper secondary/Post secondary,Service and Sales Workers,Service and Sales Workers,108.5,yes,no,no,yes,female,no,19,0,7,9,7,12.60625,0,0,8,12,6,11.9,0,12.4,0.5,1.79,Graduate
single,Post-secondary qualification,1,Health sciences,daytime,Post-secondary non-tertiary education,140.0,Portuguese,Upper secondary/Post secondary,Lower secondary education,Elementary Occupations,Elementary Occupations,138.2,no,no,yes,no,female,no,21,7,10,15,8,13.75,0,4,9,17,5,13.2,0,8.9,1.4,3.51,Dropout
single,General application,2,Health sciences,daytime,Upper secondary education,133.1,Portuguese,Upper secondary/Post secondary,Lower secondary education,"Skilled Agricultural, Forestry and Fishery Workers","Skilled Agricultural, Forestry and Fishery Workers",96.0,yes,no,no,yes,female,no,19,0,7,10,6,13.598333333333334,0,0,8,11,6,11.933333333333332,0,11.1,0.6,2.02,Enrolled
single,General application,1,Social sciences and education,daytime,Upper secondary education,135.0,Portuguese,Upper secondary/Post secondary,Upper secondary/Post secondary,Elementary Occupations,Elementary Occupations,124.5,no,no,no,yes,female,yes,18,0,6,11,5,11.142857142857142,0,0,6,8,6,12.285714285714286,0,16.2,0.3,-0.92,Graduate
in union,Previous degree,1,Health sciences,daytime,Tertiary education experience,120.0,Portuguese,Primary/Early education,Upper secondary/Post secondary,Elementary Occupations,Craft and Related Trades Workers,120.0,yes,no,no,yes,female,no,45,7,11,11,11,12.7,0,6,10,12,10,12.96818181818182,0,13.9,-0.3,0.79,Enrolled
single,General application,1,Business and management,daytime,Upper secondary education,140.0,Portuguese,Primary/Early education,Primary/Early education,Elementary Occupations,Craft and Related Trades Workers,132.3,yes,no,no,yes,female,no,20,0,5,9,1,10.0,0,0,5,10,1,11.0,0,7.6,2.6,0.32,Dropout
single,General application,1,Business and management,daytime,Upper secondary education,128.0,Portuguese,Upper secondary/Post secondary,Upper secondary/Post secondary,Service and Sales Workers,Craft and Related Trades Workers,120.7,yes,no,yes,yes,female,no,18,0,6,8,6,11.666666666666666,0,0,6,10,4,11.5,0,13.9,-0.3,0.79,Graduate
single,General application,1,Business and management,daytime,Upper secondary education,141.0,Portuguese,Upper secondary/Post secondary,Upper secondary/Post secondary,Clerical Support Workers,Clerical Support Workers,132.6,no,no,no,yes,female,yes,18,0,6,8,6,14.0,0,0,6,7,6,13.142857142857142,0,11.1,0.6,2.02,Graduate
single,Previous degree,2,Engineering and applied sciences,daytime,Tertiary education experience,140.0,Portuguese,Unknown,Unknown,Student,Student,140.0,no,no,no,yes,female,no,25,0,5,9,0,0.0,4,0,5,9,0,0.0,3,10.8,1.4,1.74,Dropout
single,General application,>3,Health sciences,daytime,Upper secondary education,139.0,Portuguese,Upper secondary/Post secondary,Upper secondary/Post secondary,Clerical Support Workers,Clerical Support Workers,124.5,yes,no,no,yes,female,no,19,0,8,9,7,12.04142857142857,0,0,8,9,7,12.04142857142857,0,10.8,1.4,1.74,Graduate
single,General application,1,Communication and design,daytime,Upper secondary education,142.0,Portuguese,Upper secondary/Post secondary,Upper secondary/Post secondary,Craft and Related Trades Workers,Craft and Related Trades Workers,142.0,yes,no,no,yes,female,yes,18,0,0,0,0,0.0,0,0,0,0,0,0.0,0,13.9,-0.3,0.79,Graduate
single,Previous degree,1,Business and management,daytime,Tertiary education experience,130.0,Portuguese,Upper secondary/Post secondary,Upper secondary/Post secondary,Technicians and Associate Professionals,"Skilled Agricultural, Forestry and Fishery Workers",130.0,no,no,no,yes,female,no,39,12,13,14,13,13.76923076923077,0,9,12,16,12,14.583333333333334,0,13.9,-0.3,0.79,Graduate
in union,Over 23,1,Engineering and applied sciences,daytime,Upper secondary education,130.0,Portuguese,Lower secondary education,Primary/Early education,Elementary Occupations,Elementary Occupations,144.0,no,no,no,yes,female,no,29,13,18,20,18,15.444444444444445,0,11,13,13,13,15.307692307692308,0,15.5,2.8,-4.06,Graduate
single,General application,1,Social sciences and education,daytime,Upper secondary education,125.0,Portuguese,Upper secondary/Post secondary,Upper secondary/Post secondary,Clerical Support Workers,Craft and Related Trades Workers,128.5,yes,no,no,yes,female,no,18,0,7,9,6,11.5,0,0,7,8,7,12.714285714285714,0,13.9,-0.3,0.79,Enrolled
single,Previous degree,1,Communication and design,daytime,Tertiary education experience,140.0,Portuguese,Primary/Early education,Bachelor or equivalent,Elementary Occupations,Technicians and Associate Professionals,140.0,no,no,no,no,female,no,23,0,3,3,2,10.0,0,0,6,0,0,0.0,0,10.8,1.4,1.74,Dropout
single,Transfer and change,1,Social sciences and education,daytime,Upper secondary education,120.0,Portuguese,Upper secondary/Post secondary,Primary/Early education,Service and Sales Workers,Service and Sales Workers,113.9,yes,no,no,yes,female,no,21,0,6,8,4,12.25,0,0,6,13,3,10.333333333333334,0,12.7,3.7,-1.7,Dropout
single,General application,1,Social sciences and education,daytime,Upper secondary education,147.0,Portuguese,Upper secondary/Post secondary,Upper secondary/Post secondary,Clerical Support Workers,Clerical Support Workers,137.2,no,no,no,no,female,no,18,0,6,6,6,14.5,0,0,6,6,6,15.166666666666666,0,10.8,1.4,1.74,Graduate
single,Previous degree,1,Health sciences,daytime,Tertiary education experience,140.0,Portuguese,Upper secondary/Post secondary,Upper secondary/Post secondary,Service and Sales Workers,Service and Sales Workers,140.0,yes,no,no,yes,female,no,23,0,6,7,6,15.571428571428571,0,0,6,8,6,16.375,0,12.4,0.5,1.79,Graduate
single,General application,1,Engineering and applied sciences,daytime,Upper secondary education,161.0,Portuguese,Upper secondary/Post secondary,Upper secondary/Post secondary,Clerical Support Workers,Clerical Support Workers,152.3,no,no,no,yes,female,no,18,0,6,7,6,15.571428571428571,0,0,6,7,6,14.714285714285714,0,11.1,0.6,2.02,Graduate
in union,Over 23,1,Social sciences and education,evening,Upper secondary education,133.1,Portuguese,Primary/Early education,Primary/Early education,Clerical Support Workers,Plant and Machine Operators and Assemblers,112.5,no,no,no,yes,female,no,32,0,6,8,5,13.8,0,0,6,7,6,12.166666666666666,0,9.4,-0.8,-3.12,Graduate
in union,Over 23,2,Business and management,daytime,Upper secondary education,150.0,Portuguese,Upper secondary/Post secondary,Primary/Early education,Elementary Occupations,Craft and Related Trades Workers,101.0,no,no,yes,no,female,no,29,0,5,8,3,10.666666666666666,0,0,5,14,2,14.8,0,10.8,1.4,1.74,Dropout
single,General application,>3,Social sciences and education,daytime,Upper secondary education,113.0,Portuguese,Upper secondary/Post secondary,Lower secondary education,Service and Sales Workers,"Skilled Agricultural, Forestry and Fishery Workers",112.3,yes,no,yes,yes,female,yes,20,0,6,8,5,11.6,0,0,6,8,4,11.75,0,8.9,1.4,3.51,Graduate
single,Over 23,1,Social sciences and education,daytime,Upper secondary education,140.0,Portuguese,Unknown,Unknown,Student,Student,114.0,yes,no,no,no,female,no,28,0,6,11,1,13.0,0,0,6,12,0,0.0,0,9.4,-0.8,-3.12,Dropout
single,Previous degree,1,Business and management,daytime,Tertiary education experience,130.0,Portuguese,Lower secondary education,Lower secondary education,Managers,Elementary Occupations,130.0,no,no,no,yes,female,no,27,0,5,9,3,12.0,0,0,5,11,4,13.625,0,10.8,1.4,1.74,Graduate
single,Transfer and change,2,Health sciences,daytime,Upper secondary education,120.0,Portuguese,Primary/Early education,Unknown,Other,Student,121.5,no,no,yes,yes,female,no,22,11,14,14,12,12.333333333333334,2,11,14,14,12,12.333333333333334,2,7.6,2.6,0.32,Graduate
in union,Over 23,1,Engineering and applied sciences,daytime,Upper secondary education,133.1,Portuguese,Upper secondary/Post secondary,Primary/Early education,Elementary Occupations,Other,120.0,no,no,yes,yes,female,no,37,0,6,10,6,12.875,0,0,6,12,6,12.9,0,16.2,0.3,-0.92,Enrolled
single,Previous degree,1,Social sciences and education,evening,Tertiary education experience,130.0,Portuguese,Primary/Early education,Lower secondary education,Student,Service and Sales Workers,130.0,no,no,no,no,female,no,28,0,6,12,1,11.0,0,0,6,0,0,0.0,0,12.7,3.7,-1.7,Dropout
in union,Over 23,1,Engineering and applied sciences,daytime,Upper secondary education,120.0,Portuguese,Primary/Early education,Primary/Early education,Elementary Occupations,Elementary Occupations,125.7,no,no,yes,no,female,no,43,0,6,10,4,12.25,0,0,6,13,4,10.5,0,8.9,1.4,3.51,Dropout
single,Transfer and change,1,Health sciences,daytime,Upper secondary education,140.0,Portuguese,Primary/Early education,Primary/Early education,Elementary Occupations,Elementary Occupations,128.0,yes,no,no,no,female,no,32,0,7,7,0,0.0,7,0,8,8,0,0.0,7,10.8,1.4,1.74,Dropout
single,General application,1,Social sciences and education,daytime,Upper secondary education,123.0,Portuguese,Upper secondary/Post secondary,Upper secondary/Post secondary,Elementary Occupations,Elementary Occupations,113.2,no,no,no,yes,female,yes,20,0,6,11,4,10.75,0,0,6,13,5,11.5,0,15.5,2.8,-4.06,Enrolled
previously in union,Over 23,1,Health sciences,daytime,Upper secondary education,133.1,Portuguese,Lower secondary education,Upper secondary/Post secondary,Elementary Occupations,Clerical Support Workers,120.0,no,no,no,yes,female,yes,35,0,8,9,8,13.63,1,0,8,9,8,13.63,1,9.4,-0.8,-3.12,Graduate
single,General application,1,Business and management,daytime,Upper secondary education,130.0,Portuguese,Primary/Early education,Primary/Early education,Student,Student,117.8,yes,no,no,yes,female,no,21,0,5,8,3,13.0,0,0,5,7,4,11.5,1,7.6,2.6,0.32,Graduate
single,General application,>3,Health sciences,daytime,Upper secondary education,126.0,Portuguese,Upper secondary/Post secondary,Upper secondary/Post secondary,Craft and Related Trades Workers,Elementary Occupations,121.3,yes,no,no,yes,female,yes,18,0,7,9,6,13.533333333333331,0,0,7,7,7,12.228571428571428,0,12.4,0.5,1.79,Enrolled
single,General application,1,Health sciences,daytime,Upper secondary education,176.0,Portuguese,Bachelor or equivalent,Lower secondary education,Technicians and Associate Professionals,Craft and Related Trades Workers,169.7,no,no,no,yes,female,yes,18,0,7,7,7,16.9,0,0,8,9,8,16.37777777777778,0,16.2,0.3,-0.92,Graduate
single,General application,>3,Social sciences and education,daytime,Upper secondary education,124.0,Portuguese,Upper secondary/Post secondary,Upper secondary/Post secondary,Service and Sales Workers,Plant and Machine Operators and Assemblers,117.7,yes,no,no,yes,female,no,18,0,6,10,5,12.0,0,0,6,11,4,12.0,0,16.2,0.3,-0.92,Graduate
single,Post-secondary qualification,1,Social sciences and education,evening,Post-secondary non-tertiary education,120.0,Portuguese,Upper secondary/Post secondary,Primary/Early education,Craft and Related Trades Workers,"Skilled Agricultural, Forestry and Fishery Workers",121.8,yes,no,no,yes,female,no,22,3,6,6,6,12.5,0,2,6,7,6,13.285714285714286,0,12.4,0.5,1.79,Graduate
single,General application,2,Health sciences,daytime,Upper secondary education,140.0,Portuguese,Upper secondary/Post secondary,Upper secondary/Post secondary,Clerical Support Workers,Other,128.3,yes,no,no,yes,female,no,19,0,8,8,7,12.764285714285714,0,0,8,8,7,12.764285714285714,0,10.8,1.4,1.74,Graduate
single,General application,2,Business and management,daytime,Upper secondary education,143.0,Portuguese,Upper secondary/Post secondary,Lower secondary education,Elementary Occupations,Craft and Related Trades Workers,132.2,yes,no,no,yes,female,yes,18,0,5,8,5,13.75,0,0,5,6,5,12.166666666666666,0,13.9,-0.3,0.79,Graduate
single,General application,2,Communication and design,daytime,Upper secondary education,136.0,Portuguese,Upper secondary/Post secondary,Upper secondary/Post secondary,Technicians and Associate Professionals,Clerical Support Workers,134.3,yes,no,yes,yes,female,no,19,0,0,0,0,0.0,0,0,0,0,0,0.0,0,12.4,0.5,1.79,Dropout
single,General application,1,Health sciences,daytime,Upper secondary education,132.0,Portuguese,Upper secondary/Post secondary,Upper secondary/Post secondary,Elementary Occupations,Service and Sales Workers,123.4,no,no,no,yes,female,yes,18,0,7,7,7,14.604285714285712,0,0,8,9,8,15.68333333333333,0,11.1,0.6,2.02,Graduate
in union,Over 23,1,Business and management,evening,Upper secondary education,133.1,Portuguese,Upper secondary/Post secondary,Upper secondary/Post secondary,Service and Sales Workers,Technicians and Associate Professionals,121.7,no,no,yes,no,female,no,31,0,5,7,0,0.0,0,0,5,7,0,0.0,0,16.2,0.3,-0.92,Dropout
